3.31809909564319625e+01, 7.97200000000000020e-01
3.39050054113132617e+01, 7.57700000000000040e-01
3.46448179757677579e+01, 7.20099999999999962e-01
3.54007733670375018e+01, 6.84300000000000019e-01
3.64344348646823590e+01, 6.50000000000000022e-01
3.72294399786675925e+01, 6.17900000000000005e-01
3.80417922296019810e+01, 5.86999999999999966e-01
3.91525684129765139e+01, 5.58000000000000052e-01
4.00068836295999333e+01, 5.30200000000000005e-01
4.08798401389645107e+01, 1.89660000000000006e+00
4.17718446970173360e+01, 1.32350000000000012e+00
4.20734840275714674e+01, 4.78700000000000014e-01
4.26833129351844320e+01, 1.25770000000000004e+00
4.29915340834958570e+01, 4.54900000000000027e-01
4.39296161364051159e+01, 1.62740000000000018e+00
4.48881672876322213e+01, 1.13580000000000014e+00
4.52123099446935157e+01, 4.09899999999999987e-01
4.58676341761301885e+01, 1.07909999999999995e+00
4.61988496770816539e+01, 3.88600000000000001e-01
4.72069158619950215e+01, 1.02530000000000010e+00
4.75478024711792457e+01, 3.68499999999999994e-01
4.82369782100221656e+01, 9.74299999999999944e-01
4.85853030187721870e+01, 3.49399999999999988e-01
4.92895166809107366e+01, 9.25899999999999945e-01
5.00039374808281707e+01, 3.31199999999999994e-01
5.07287133646199280e+01, 8.79900000000000015e-01
5.10950312816322878e+01, 3.13900000000000012e-01
5.18356218894961387e+01, 2.00649999999999995e+00
5.25869468962770199e+01, 2.97700000000000020e-01
5.29666833329302662e+01, 1.90650000000000008e+00
5.37344023698333118e+01, 2.82200000000000006e-01
5.41224247154138496e+01, 1.05710000000000015e+00
5.45132490153109543e+01, 7.54900000000000015e-01
5.53033845571086502e+01, 2.67500000000000016e-01
5.57027367048574362e+01, 1.72029999999999994e+00
5.65101131287712874e+01, 2.53599999999999992e-01
5.69181792033566012e+01, 9.54600000000000004e-01
5.73291919703480986e+01, 6.78699999999999970e-01
5.81601428488325354e+01, 1.14779999999999993e+00
5.85801239792111730e+01, 6.43199999999999994e-01
5.94292063368943175e+01, 2.27899999999999991e-01
5.98583515217633959e+01, 8.62400000000000055e-01
6.02905956137363717e+01, 6.09999999999999987e-01
6.11644701908540114e+01, 1.03549999999999986e+00
6.16061459170731212e+01, 5.78300000000000036e-01
6.24990885752621637e+01, 9.83800000000000008e-01
6.34049738803080132e+01, 5.48200000000000021e-01
6.43239894278039088e+01, 9.34199999999999919e-01
6.47884804085184243e+01, 5.19600000000000062e-01
6.57275490201775199e+01, 8.87699999999999934e-01
6.66802288456178331e+01, 4.92500000000000049e-01
6.71617345041798615e+01, 6.68800000000000061e-01
6.76467171708931971e+01, 1.13700000000000001e+00
6.81352019536365248e+01, 4.66899999999999982e-01
6.91227792065720763e+01, 1.71579999999999999e+00
7.01246707757868535e+01, 4.42500000000000004e-01
7.06310491486253227e+01, 1.62909999999999999e+00
7.16548021498656595e+01, 4.19300000000000006e-01
7.21722297786487701e+01, 5.71500000000000008e-01
7.26933938122923280e+01, 9.75499999999999923e-01
7.32183212318087442e+01, 3.97499999999999964e-01
7.42795751280820014e+01, 1.46849999999999992e+00
7.53562112376238105e+01, 3.76599999999999990e-01
7.59003671703024310e+01, 1.26120000000000010e+00
7.64484525160208506e+01, 1.33300000000000002e-01
7.70004956495259876e+01, 3.56899999999999995e-01
7.81165698048499308e+01, 1.32380000000000009e+00
7.92488207589032640e+01, 3.38200000000000001e-01
7.98210856759617400e+01, 1.13690000000000002e+00
8.03974829842931911e+01, 1.19800000000000004e-01
8.09780425243738051e+01, 3.20500000000000007e-01
8.15627943521612480e+01, 6.41599999999999948e-01
8.21517687406508799e+01, 5.51400000000000001e-01
8.33425073863202925e+01, 3.03599999999999981e-01
8.39443332888403972e+01, 1.02500000000000013e+00
8.45505050459346279e+01, 1.07499999999999998e-01
8.51610540395223552e+01, 2.87800000000000000e-01
8.57760118781355914e+01, 5.79699999999999993e-01
8.63954103985550432e+01, 4.95399999999999952e-01
8.76476579830811602e+01, 8.23600000000000110e-01
8.82805718768872794e+01, 3.72999999999999998e-01
8.89180561152546431e+01, 9.65700000000000031e-02
8.95601437011709720e+01, 2.58299999999999974e-01
9.02068678759422511e+01, 5.23800000000000043e-01
9.08582621209137784e+01, 4.45110000000000006e-01
9.15143601592036902e+01, 7.71600000000000064e-01
9.21751959574484943e+01, 7.41400000000000059e-01
9.28408037275617204e+01, 3.35100000000000009e-01
9.35112179285052747e+01, 8.67300000000000015e-02
9.41864732680730157e+01, 9.64799999999999991e-01
9.48666047046878305e+01, 4.71099999999999963e-01
9.55516474492115861e+01, 3.99789999999999979e-01
9.62416369667677003e+01, 6.96899999999999964e-01
9.69366089785773681e+01, 6.66399999999999992e-01
9.76365994638089916e+01, 3.00900000000000001e-01
9.83416446614405828e+01, 7.40470000000000073e-01
9.90517810721360519e+01, 2.08000000000000018e-01
9.97670454601348098e+01, 4.23699999999999966e-01
1.00487474855155199e+02, 3.59099999999999975e-01
1.01213106554311295e+02, 6.29900000000000015e-01
1.01943978124044207e+02, 5.98739999999999939e-01
1.02680127402066262e+02, 2.70299999999999985e-01
1.03421592499320653e+02, 6.68710000000000027e-01
1.04168411801954093e+02, 5.67609999999999948e-01
1.05678267955899713e+02, 8.91469999999999985e-01
1.07210008533022986e+02, 5.37849999999999939e-01
1.07984184426789767e+02, 2.42699999999999999e-01
1.08763950734387350e+02, 6.03779999999999983e-01
1.09549347824841504e+02, 5.09680000000000022e-01
1.11137197290076159e+02, 8.03579999999999961e-01
1.12748061642887009e+02, 4.83040000000000025e-01
1.13562228459840313e+02, 7.06600000000000006e-01
1.14382274469714147e+02, 5.63600000000000004e-02
1.15208242126841924e+02, 4.57849999999999979e-01
1.16040174192124681e+02, 2.06400000000000000e-01
1.16878113735244582e+02, 5.18100000000000005e-01
1.17722104136895268e+02, 1.42160000000000009e-01
1.18572189091027411e+02, 2.91599999999999970e-01
1.19428412607110388e+02, 6.87650000000000095e-01
1.21159452954290103e+02, 4.11059999999999981e-01
1.22034359402509352e+02, 6.04990000000000028e-01
1.22915583651564361e+02, 4.79300000000000004e-02
1.23803171323027144e+02, 1.27500000000000002e-01
1.24697168367907935e+02, 2.62000000000000011e-01
1.25597621069034972e+02, 6.19040000000000035e-01
1.27418080244821951e+02, 3.68910000000000071e-01
1.28338180965877285e+02, 5.43839999999999990e-01
1.29264925840849230e+02, 4.30200000000000027e-02
1.30198362847942747e+02, 1.14290000000000003e-01
1.31138540311819469e+02, 2.35200000000000020e-01
1.32085506906098942e+02, 1.15312000000000014e+00
1.34000003940270460e+02, 3.31110000000000015e-01
1.34967633494961461e+02, 4.88719999999999988e-01
1.35942250414783501e+02, 6.05709999999999971e-01
1.36923905156309957e+02, 1.02429999999999993e-01
1.37912648540466932e+02, 2.11199999999999999e-01
1.38908531755163949e+02, 1.03873999999999977e+00
1.40921924278656036e+02, 2.97090000000000021e-01
1.41939537822135605e+02, 9.51239999999999974e-01
1.42964499670921072e+02, 3.46600000000000033e-02
1.43996862887976164e+02, 9.18199999999999988e-02
1.45036680919438936e+02, 6.76370000000000027e-01
1.46084007597388080e+02, 4.48889999999999956e-01
1.48201404167504705e+02, 2.66500000000000015e-01
1.49271583678716553e+02, 8.57050000000000090e-01
1.50349491080177643e+02, 3.11099999999999988e-02
1.51435182175879248e+02, 8.22599999999999998e-02
1.52528713172778993e+02, 6.09829999999999983e-01
1.53630140683712000e+02, 4.03040000000000009e-01
1.55856913746008985e+02, 6.56880000000000019e-01
1.56982374578911390e+02, 3.54040000000000021e-01
1.58115962494892614e+02, 2.79300000000000000e-02
1.59257736180560897e+02, 7.37000000000000016e-02
1.60407754746307830e+02, 5.49830000000000041e-01
1.61566077729367862e+02, 3.61850000000000005e-01
1.63907877249094867e+02, 5.91790000000000038e-01
1.65091475022297800e+02, 3.17659999999999998e-01
1.66283619692161324e+02, 2.50599999999999989e-02
1.67484372976816672e+02, 5.61699999999999977e-01
1.69911954494614577e+02, 3.24679999999999969e-01
1.72374722292307240e+02, 5.32970000000000055e-01
1.73619460134598739e+02, 2.85100000000000020e-01
1.74873186373074020e+02, 2.24899999999999996e-02
1.76135965913983568e+02, 5.05970000000000031e-01
1.78688946874968082e+02, 2.91349999999999998e-01
1.81278931702558481e+02, 4.79440000000000033e-01
1.82587967872709413e+02, 2.55740000000000023e-01
1.83906456744719861e+02, 2.01800000000000000e-02
1.85234466577644866e+02, 4.54330000000000012e-01
1.86572066123446518e+02, 7.31400000000000106e-02
1.87919324630552836e+02, 1.88189999999999996e-01
1.89276311847442173e+02, 5.00799999999999995e-02
1.90643098026255302e+02, 3.80569999999999964e-01
