1.21793232234567617e-01, 1.45099999999999994e+02
1.22545818968274683e-01, 4.84299999999999997e+01
1.36075305362043264e-01, 6.65900000000000034e+01
1.42949307544332604e-01, 1.04500000000000000e+02
1.44721395137923509e-01, 2.52800000000000011e+01
1.52032164592787011e-01, 1.34599999999999994e+02
1.57756598181064689e-01, 3.63100000000000023e+01
1.66749911987567556e-01, 7.68400000000000034e+01
1.67780295772497173e-01, 1.28000000000000007e+01
1.70909806527868247e-01, 1.36699999999999989e+02
1.74097690273481626e-01, 9.99800000000000040e+01
1.79543514017419276e-01, 2.04400000000000013e+01
1.85159684629276039e-01, 4.46799999999999997e+01
1.89778846054863753e-01, 5.87400000000000020e+01
1.90951530606038589e-01, 6.63400000000000034e+00
1.93318683299375044e-01, 1.00799999999999997e+02
1.96924547121548305e-01, 7.45600000000000023e+01
2.03084401240199081e-01, 1.10500000000000007e+01
2.08150728903402416e-01, 1.31129999999999995e+02
2.12033246465088004e-01, 4.62199999999999989e+01
2.13343445771459445e-01, 3.43400000000000016e+00
2.14661741082825541e-01, 7.62900000000000063e+01
2.20016887565952141e-01, 5.72599999999999980e+01
2.26899076459393334e-01, 6.01199999999999957e+00
2.29711857054823776e-01, 9.33400000000000034e+01
2.35442457380873327e-01, 3.71700000000000017e+01
2.36897307266415197e-01, 4.86989999999999981e+01
2.38361146984177680e-01, 5.74200000000000017e+01
2.42807162350374500e-01, 4.49500000000000028e+01
2.48864450039273155e-01, 3.22699999999999987e+00
2.51949526924053813e-01, 5.84200000000000017e+01
2.53506377563846530e-01, 9.19699999999999918e+00
2.56648998639067483e-01, 3.03799999999999990e+01
2.58234888331386025e-01, 8.14300000000000024e-01
2.59830577579243716e-01, 2.98099999999999987e+01
2.61436126936214264e-01, 4.41000000000000014e+01
2.64677050064970554e-01, 3.58800000000000026e+01
2.71279923807957846e-01, 1.66799999999999993e+00
2.72956221152507561e-01, 4.48100000000000023e+01
2.74642876701040428e-01, 5.81400000000000006e+01
2.76339954459140114e-01, 5.22900000000000009e+00
2.79765634606339408e-01, 3.35500000000000020e-01
2.81494366993918776e-01, 1.90399999999999991e+01
2.84983944411150714e-01, 3.43699999999999974e+01
2.86744921864070801e-01, 2.90000000000000000e+01
2.93898320751683040e-01, 7.99200000000000021e-01
2.97541665213633177e-01, 7.72400000000000091e+01
2.99380239540436632e-01, 2.40150000000000006e+01
3.03091541241505391e-01, 1.21300000000000008e+01
3.06848850522558392e-01, 2.70799999999999983e+01
3.08744935961129952e-01, 2.36400000000000006e+01
3.14503780247987474e-01, 3.31100000000000005e-01
3.18402562667357059e-01, 3.27999999999999972e+01
3.20370040993084360e-01, 2.73672800000000009e+01
3.26345721774729980e-01, 7.29399999999999959e+00
3.28362282599199251e-01, 6.42199999999999989e+01
3.34487038133340131e-01, 9.96699999999999947e-02
3.38633545316029572e-01, 1.49100000000000001e+01
3.40726035260809079e-01, 2.50039659999999984e+01
3.42831455153697950e-01, 2.05747999999999998e+01
3.49226095962043015e-01, 3.73640000000000043e+01
3.51384039569116013e-01, 2.88900000000000006e+01
3.55740012380758863e-01, 1.01600000000000006e-02
3.60149984512231458e-01, 4.36300000000000021e-02
3.62375429190197551e-01, 1.91299999999999990e+01
3.64614625372335965e-01, 1.55771999999999995e+01
3.71415575307574852e-01, 1.60739999999999981e+01
3.73710632508539142e-01, 1.94800000000000004e+01
3.76019871364516978e-01, 6.33900000000000002e-03
3.78343379507023236e-01, 1.06500000000000004e+01
3.80681245109066591e-01, 1.11000000000000001e-01
3.85400404111367445e-01, 8.83700000000000041e-02
3.87781876595330643e-01, 2.59600000000000009e+01
