1, 0, 5.75270333507920828e+00, 1.86600000000000001e+01
1, 0, 1.78374308896115030e+00, 1.71400000000000006e+01
1, 0, 8.70990751361443660e-01, 2.44899999999999984e+01
1, 0, 6.96861418684398770e-01, 8.52500000000000036e-01
1, 0, 4.78378751307646288e-01, 4.81000000000000014e+01
1, 0, 3.29251512219343456e-01, 4.27400000000000020e+01
1, 0, 2.36620008557379885e-01, 4.69699999999999989e+01
1, 0, 1.85530087077710293e-01, 4.46799999999999997e+01
1, 0, 1.35873729442022501e-01, 6.65900000000000034e+01
1, 0, 1.22762140779527851e-01, 4.84299999999999997e+01
1, 2, 2.90192424783624858e+00, 4.52400000000000020e+01
1, 2, 1.22419495006768031e+00, 5.13300000000000001e+00
1, 2, 7.71926203930567545e-01, 1.62800000000000011e+01
1, 2, 6.07195820041650181e-01, 5.96999999999999961e-03
1, 2, 3.94615982577216806e-01, 1.95500000000000007e+01
1, 2, 2.74089678935688918e-01, 5.81400000000000006e+01
1, 2, 2.07655937164172300e-01, 1.04500000000000000e+02
1, 2, 1.71154039729653151e-01, 1.36699999999999989e+02
1, 2, 1.51928379165168631e-01, 1.34599999999999994e+02
1, 2, 1.21418673834657223e-01, 1.45099999999999994e+02
